customer_id,customer_name,email,registration_date,customer_type
C0341,Patricia Powell,heather57@example.com,2025-03-23 08:49:33,REGULAR
C0342,Sheila Boone,simonstephen@example.net,2026-01-04 18:07:13,REGULAR
C0343,Arthur Ferguson,tammysummers@example.com,2025-02-05 17:36:04,REGULAR
C0344,Drew Kelley,ashleewashington@example.com,2026-06-06 15:57:45,PREMIUM
C0345,Amber Garcia,ksmith@example.com,2025-07-01 17:49:35,REGULAR
C0346,Tyler Harris,nicoleturner@example.com,2024-09-22 15:41:42,PREMIUM
C0347,Danielle Watson,brettgarrett@example.net,2026-01-06 10:14:37,REGULAR
C0348,Jessica Davis,smiththomas@example.org,2025-10-16 06:41:58,REGULAR
C0349,Michael Smith,lisa62@example.com,2024-09-05 04:02:49,REGULAR
C0350,Brandon Shaffer,edwardsnicole@example.org,2025-05-05 10:08:56,PREMIUM
C0351,Nicole Anderson,caseyelliott@example.net,2025-11-29 00:58:00,REGULAR
C0352,Gregory Lewis,samanthajensen@example.com,2026-05-11 02:34:30,PREMIUM
C0353,Steven Taylor,lawrencepatrick@example.com,2025-03-13 10:29:05,REGULAR
C0354,Danielle Newman,angelagreene@example.net,2025-02-18 11:01:13,REGULAR
C0355,Melissa Abbott,jamie98@example.org,2026-02-13 00:31:39,VIP
C0356,Matthew Bowers,troyrodriguez@example.com,2025-11-19 18:25:42,REGULAR
C0357,Kelsey Levine,sarah26@example.net,2025-06-04 01:10:35,REGULAR
C0358,Michael Farmer,smithcarlos@example.com,2024-12-26 17:27:05,REGULAR
C0359,Antonio Mccormick,courtney86@example.com,2026-01-08 06:24:36,REGULAR
C0360,Martin Medina,joshuacollins@example.net,2026-06-27 10:59:43,PREMIUM
C0361,Robert Herrera,wwillis@example.net,2025-12-23 03:30:35,VIP
C0362,Emily Kim,brianmiller@example.com,2024-10-10 05:51:29,REGULAR
C0363,Lee Parker,davidzimmerman@example.net,2024-07-20 23:18:08,REGULAR
C0364,Troy Mills,gary24@example.net,2026-05-31 15:40:49,REGULAR
C0365,Steven Rogers,enelson@example.com,2026-01-16 10:22:45,VIP
C0366,Lori Crawford,brian92@example.com,2024-11-11 08:10:56,REGULAR
C0367,Brian Berry,perezwilliam@example.org,2026-05-10 02:50:05,REGULAR
C0368,Dana Ruiz,lmora@example.org,2025-09-14 13:51:29,REGULAR
C0369,Michelle Rios,marcbutler@example.net,2025-03-17 15:44:05,REGULAR
C0370,Blake Watson,whitelinda@example.org,2025-05-19 13:29:33,REGULAR
C0371,John Campbell,mark87@example.org,2025-04-24 16:52:01,REGULAR
C0372,Justin Torres,stevenvargas@example.com,2026-03-04 06:16:00,PREMIUM
C0373,Morgan Payne,edwardrandolph@example.org,2025-01-09 03:06:15,REGULAR
C0374,Makayla Steele,tapiaaaron@example.net,2025-04-30 09:58:58,REGULAR
C0375,Monica Garcia,robertwoodward@example.org,2026-01-15 21:52:31,REGULAR
C0376,Andrew Hall,xhaynes@example.com,2026-02-13 01:34:01,VIP
C0377,Brendan Anderson,kjones@example.org,2025-06-15 00:22:48,REGULAR
C0378,Bianca Carter,sara65@example.com,2025-06-28 19:43:47,REGULAR
C0379,Benjamin Harris,moorefrank@example.com,2025-03-13 01:42:59,PREMIUM
C0380,Joshua Oconnell,shannonford@example.org,2024-09-20 09:16:45,PREMIUM
C0381,Michael Mckenzie,lewismelissa@example.org,2024-09-21 00:02:36,REGULAR
C0382,Tracy Foster,byrdjorge@example.org,2024-08-05 07:07:25,REGULAR
C0383,Sarah Hawkins,codygarcia@example.org,2024-10-14 11:45:52,REGULAR
C0384,Ronald Haas,jamesmorales@example.net,2025-11-13 17:18:34,REGULAR
C0385,Angela Willis,johnsoncaleb@example.net,2025-06-21 13:52:14,REGULAR
C0386,Anna Boone,david70@example.org,2026-06-29 22:46:32,REGULAR
C0387,Samantha Foster,reyesronald@example.com,2024-12-25 22:18:35,VIP
C0388,Denise Griffin,austinharvey@example.org,2025-11-26 21:51:20,REGULAR
C0389,Jason Pierce,millerpatrick@example.com,2024-12-14 01:52:28,PREMIUM
C0390,Rebecca Wright,mayokimberly@example.com,2025-07-19 17:40:39,PREMIUM
C0391,Kari Durham,paul20@example.com,2025-10-18 22:46:02,REGULAR
C0392,Steven Osborne,stokesthomas@example.com,2026-02-27 18:41:08,VIP
C0393,Crystal Moore,dianeadams@example.net,2024-08-24 13:55:28,REGULAR
C0394,Theresa Johnston,lkelly@example.org,2025-01-11 21:20:39,VIP
C0395,Renee Wolfe,warnermichael@example.net,2025-09-22 22:05:53,PREMIUM
C0396,Travis Copeland,lweaver@example.com,2024-08-10 15:24:25,REGULAR
C0397,David Robinson,nsmith@example.org,2026-03-30 12:56:37,REGULAR
C0398,Mitchell Sellers,brian29@example.net,2026-06-24 14:00:32,REGULAR
C0399,Brian Fox,susan56@example.net,2024-09-28 15:05:16,REGULAR
C0400,Frank Daugherty,fconner@example.net,2025-03-15 14:18:10,REGULAR
C0401,Wayne Steele,jeffrey92@example.com,2025-03-07 11:18:40,REGULAR
C0402,Elizabeth Thompson,rushstacy@example.com,2026-05-03 22:58:15,REGULAR
C0403,Traci Johnson DDS,daniellegarcia@example.com,2024-10-29 09:29:38,REGULAR
C0404,Blake Reed,gary15@example.com,2024-07-21 00:08:29,REGULAR
C0405,David Jones,kristin00@example.com,2025-06-17 12:43:37,REGULAR
C0406,Tracy Wilkerson,wmacias@example.net,2025-04-29 16:41:51,REGULAR
C0407,John Shields,franciscojones@example.org,2025-02-26 05:12:24,PREMIUM
C0408,Dean Garcia,george62@example.net,2024-09-08 09:51:29,PREMIUM
C0409,Stephanie Davis,bbush@example.net,2024-11-17 07:28:56,PREMIUM
C0410,Jessica Brown,jamie36@example.net,2025-09-15 13:06:57,REGULAR
C0411,Monica Baker,kenneth10@example.com,2025-09-29 06:16:24,VIP
C0412,Katherine Brown,pattersonkelly@example.net,2025-11-09 16:15:05,REGULAR
C0413,Christina Johnson,daniellerowland@example.com,2026-04-28 12:42:26,REGULAR
C0414,Richard Ruiz,christopher86@example.org,2025-04-26 08:02:07,PREMIUM
C0415,Jaclyn Griffin,scott43@example.com,2025-09-23 10:01:49,REGULAR
C0416,Paul Contreras,barnettlindsey@example.com,2026-02-19 17:05:24,PREMIUM
C0417,Kristen Randall,rsheppard@example.com,2025-09-29 23:52:47,REGULAR
C0418,Karen Miller,shawrachel@example.net,2025-12-20 09:52:38,REGULAR
C0419,Mrs. Tiffany Cole,teresastokes@example.org,2024-08-14 07:14:53,REGULAR
C0420,William Graham,maryscott@example.net,2026-06-22 05:08:56,REGULAR
C0421,Angie Hawkins,melissa87@example.org,2026-03-15 02:04:41,PREMIUM
C0422,Laurie Harrington,perryeddie@example.net,2025-10-07 17:35:59,REGULAR
C0423,Teresa Buckley,floydmikayla@example.com,2026-05-25 00:50:01,PREMIUM
C0424,James Washington,rjohnson@example.com,2024-10-31 21:19:11,PREMIUM
C0425,Melanie Morales,vpreston@example.net,2025-01-12 16:30:38,REGULAR
C0426,John Adams,andrew44@example.com,2026-04-27 19:30:37,VIP
C0427,Michael Garcia PhD,kevinmanning@example.com,2025-02-06 10:03:50,PREMIUM
C0428,Lisa Davis,alewis@example.net,2025-07-23 10:42:24,REGULAR
C0429,Sharon Nicholson,cameronmckinney@example.com,2024-10-25 12:24:27,PREMIUM
C0430,Kelly Carroll,jameswhitaker@example.org,2025-01-21 22:32:50,REGULAR
C0431,Anthony Ward,joshuacolon@example.net,2025-05-16 11:15:07,REGULAR
C0432,Becky Johnson,tracy72@example.com,2025-10-10 23:57:08,REGULAR
C0433,Hailey Monroe,kaitlyn14@example.org,2025-05-08 09:49:05,REGULAR
C0434,Scott Chan,mercedesholland@example.net,2024-12-19 17:27:23,REGULAR
C0435,Jason Smith,wellsdavid@example.org,2025-10-22 01:48:35,REGULAR
C0436,Courtney Franklin,jennifer46@example.com,2026-05-04 14:25:42,PREMIUM
C0437,David Owens,asilva@example.net,2025-12-08 14:54:43,REGULAR
C0438,Sara Hoffman,kenneth17@example.org,2025-03-30 08:29:35,REGULAR
C0439,Margaret Hensley MD,jacob83@example.org,2026-03-29 18:00:42,REGULAR
C0440,Rhonda Powell,erin07@example.com,2025-01-29 15:46:04,REGULAR
C0441,Jennifer Doyle,matthewreeves@example.net,2025-08-31 10:01:56,VIP
C0442,Karen Shepard,william28@example.org,2025-02-25 08:14:36,REGULAR
C0443,Carl Green,staceylam@example.net,2024-09-19 12:22:51,REGULAR
C0444,Daniel Savage,vfrench@example.com,2025-01-30 12:53:16,REGULAR
C0445,Julie Wilson,delacruzbrandy@example.net,2024-09-05 11:16:09,REGULAR
C0446,Cory Wilson,amoreno@example.org,2026-05-19 13:30:58,REGULAR
C0447,Brenda Gonzalez,dbenitez@example.org,2025-03-14 21:31:36,REGULAR
C0448,Catherine Miller,crystal25@example.net,2024-08-26 05:09:48,REGULAR
C0449,Donald Juarez,barbaramoore@example.org,2024-10-20 16:00:48,VIP
C0450,Madeline Powell,creyes@example.net,2024-12-14 01:03:45,VIP
C0451,Tiffany Mcclain,andrewsmith@example.net,2025-01-21 10:06:39,REGULAR
C0452,Shawn Collins,reyesbrianna@example.org,2024-08-31 20:44:59,REGULAR
C0453,Elizabeth Carter,ryan25@example.com,2025-04-17 04:38:00,REGULAR
C0454,Carmen Meadows,osmith@example.net,2024-10-22 01:33:52,REGULAR
C0455,Alex Wagner,richardsondebra@example.org,2025-04-29 13:48:19,REGULAR
C0456,Dawn Nichols,wheelerbrandon@example.org,2025-12-01 19:05:42,REGULAR
C0457,Amber Wilson,jjames@example.com,2025-07-15 15:06:01,REGULAR
C0458,Christine Jennings,turnerdorothy@example.net,2025-08-20 06:58:43,REGULAR
C0459,Larry Taylor,huntchristine@example.com,2024-10-08 17:03:34,REGULAR
C0460,Kathleen Lynch,marie35@example.net,2025-05-26 10:07:17,REGULAR
C0461,Andrew Crawford,haleycastillo@example.org,2024-07-14 06:45:06,REGULAR
C0462,Brandon Rodriguez,fhernandez@example.net,2024-09-08 10:42:42,REGULAR
C0463,Ashley Scott,stephenmadden@example.com,2025-07-07 18:28:08,PREMIUM
C0464,Robert Sawyer,michael56@example.net,2024-10-10 04:15:50,REGULAR
C0465,Peter Williams,elizabethjackson@example.com,2026-06-06 22:54:54,REGULAR
C0466,Marco Johns,watsonmatthew@example.org,2025-05-19 10:44:45,REGULAR
C0467,Jesus Houston,pmarsh@example.org,2024-10-07 23:14:19,REGULAR
C0468,Nicholas Jarvis,dalepruitt@example.com,2026-03-27 07:00:40,PREMIUM
C0469,Jessica Carr,cheryl27@example.com,2024-10-07 21:01:07,PREMIUM
C0470,Jessica Brown,alexander89@example.net,2025-09-24 00:18:10,PREMIUM
C0471,Tyler Marks,reynoldsjessica@example.com,2025-04-06 16:56:57,REGULAR
C0472,Margaret Hernandez,smithsarah@example.net,2026-05-02 11:20:24,VIP
C0473,Jon Martin,vflores@example.com,2024-08-20 06:19:01,VIP
C0474,Krista Gray,christianwallace@example.net,2025-06-25 04:52:29,PREMIUM
C0475,Jonathan Stewart,bmcgee@example.org,2025-05-21 12:22:19,VIP
C0476,Justin Smith,connersylvia@example.net,2025-03-05 17:49:44,REGULAR
C0477,Kristina Pena,xclements@example.org,2026-04-07 10:01:41,REGULAR
C0478,Jesse Castro,xmoran@example.net,2025-06-28 15:31:41,REGULAR
C0479,Peter Walker,michael48@example.net,2025-04-28 13:31:59,REGULAR
C0480,Amber Martin,lydianewton@example.com,2024-10-03 05:37:07,PREMIUM
C0481,Craig Martinez,ylewis@example.org,2026-01-19 21:36:24,REGULAR
C0482,Peter Williams,bartonshannon@example.net,2025-10-12 21:21:40,REGULAR
C0483,Brandy Porter,tranryan@example.net,2025-07-22 06:12:57,REGULAR
C0484,Priscilla Kent,jessicaanderson@example.com,2025-12-04 20:48:23,REGULAR
C0485,Sonya Gordon,mbarnes@example.net,2026-02-24 07:24:19,PREMIUM
C0486,James Cooper,shawn22@example.com,2025-10-23 03:34:53,REGULAR
C0487,Nicole Evans,jennifer83@example.org,2024-12-22 01:02:22,REGULAR
C0488,Donna Reed,tinasantos@example.org,2025-08-07 12:57:58,REGULAR
C0489,Mallory Page,anna99@example.net,2026-01-14 17:22:32,REGULAR
C0490,Paul Skinner,natalie60@example.net,2024-10-02 20:27:54,REGULAR
C0491,Charles Santiago,josephfloyd@example.com,2025-12-24 23:01:50,REGULAR
C0492,Ryan Vaughn,james80@example.com,2026-04-05 10:15:36,VIP
C0493,Luis Lowe,juliahoffman@example.org,2025-08-12 23:59:37,PREMIUM
C0494,Rebecca Roberts,housepaul@example.net,2025-03-12 00:00:15,REGULAR
C0495,Amy Manning,christinenorman@example.com,2026-04-17 19:43:30,REGULAR
C0496,Mark Mckinney,kari89@example.org,2026-03-07 00:08:08,VIP
C0497,Cheryl Cole,lopezglenn@example.net,2024-10-12 20:37:40,REGULAR
C0498,Jeffrey Hawkins,eugenesingleton@example.org,2025-03-25 21:50:55,VIP
C0499,Timothy Williams,candice94@example.com,2026-03-17 16:40:02,REGULAR
C0500,Heather Bowers,alicia28@example.org,2026-03-14 20:37:39,REGULAR
C0501,Jennifer Herrera,baileynicole@example.net,2025-03-26 22:28:07,REGULAR
C0502,Edward Clements,wbarajas@example.net,2024-07-18 23:49:28,REGULAR
C0503,Gregory Allen,susanfleming@example.com,2025-05-04 09:00:44,PREMIUM
C0504,Theresa Cruz,angel85@example.net,2026-03-27 17:18:01,REGULAR
C0505,Katelyn Phillips,lukemiller@example.org,2024-11-19 04:10:37,REGULAR
C0506,Patricia Ferguson,clarkcrystal@example.org,2026-05-14 23:33:51,PREMIUM
C0507,Sara Harris,elucas@example.net,2025-12-27 00:29:24,REGULAR
C0508,Joe Rivera,jonesgregory@example.com,2025-09-18 15:09:19,REGULAR
C0509,Roberto Bartlett,ohughes@example.com,2025-06-13 11:53:00,REGULAR
C0510,James Wilson,maychristine@example.net,2025-10-10 00:14:10,PREMIUM
C0511,Ryan Howard,robertsgina@example.net,2024-09-17 08:17:09,REGULAR
C0512,Timothy James,wellsamanda@example.org,2026-02-12 04:12:48,REGULAR
C0513,Robert Gardner,kennetheaton@example.net,2025-11-27 10:12:00,REGULAR
C0514,Travis Spencer,davidsmith@example.net,2025-05-14 05:55:37,REGULAR
C0515,Theresa Torres,jason82@example.org,2024-12-02 01:35:04,REGULAR
C0516,Ruben Lee,emilybradley@example.org,2026-05-04 10:43:44,REGULAR
C0517,Wanda Dunn,robertscarlos@example.org,2024-12-12 11:50:32,REGULAR
C0518,Katelyn Rivera,emilyyoung@example.com,2025-11-05 08:19:22,REGULAR
C0519,Corey Tucker,christina49@example.org,2025-09-24 10:21:54,PREMIUM
C0520,Rhonda Benjamin,adamsanchez@example.org,2026-01-16 08:03:56,PREMIUM
C0521,Jessica Larsen,erinrivera@example.com,2025-07-06 15:49:50,PREMIUM
C0522,Raymond Tucker,thompsoncatherine@example.com,2026-05-10 03:17:39,REGULAR
C0523,Stephanie Gonzalez,lunapatricia@example.net,2025-11-14 18:04:58,VIP
C0524,Kevin Sullivan,rebeccaarnold@example.net,2026-06-06 12:49:02,PREMIUM
C0525,Mrs. Patricia Diaz MD,dennis88@example.org,2025-05-16 08:19:23,REGULAR
C0526,Adam Allen,katherinetaylor@example.org,2024-11-28 07:13:11,VIP
C0527,Krystal Brennan,jillwebb@example.com,2024-08-12 13:11:30,REGULAR
C0528,John Brown,jim38@example.com,2025-05-09 14:17:29,REGULAR
C0529,Jesse Williams,dakota84@example.net,2025-02-01 16:16:44,VIP
C0530,Laura Bennett,pdiaz@example.org,2025-08-17 11:00:22,REGULAR
C0531,William Walker,wgomez@example.com,2026-03-19 19:55:03,REGULAR
C0532,Mr. Jonathan Taylor,jerryrobertson@example.com,2024-12-23 10:40:34,REGULAR
C0533,Christopher Guzman,guerrerorobert@example.com,2026-01-22 14:15:01,REGULAR
C0534,Michael Mendoza,deborahjenkins@example.org,2024-08-14 15:58:49,REGULAR
C0535,Kevin Taylor,macdonalddylan@example.org,2025-01-28 18:01:13,REGULAR
C0536,Kellie Sullivan,johnsjessica@example.com,2024-09-16 18:10:46,PREMIUM
C0537,Lawrence Ruiz,ajackson@example.net,2024-10-31 00:03:31,REGULAR
C0538,Samantha White,gary57@example.net,2025-10-13 21:13:08,PREMIUM
C0539,James Anderson,harrismichele@example.net,2025-12-25 17:15:09,REGULAR
C0540,Chase Davis,mvalenzuela@example.org,2026-05-24 22:12:24,REGULAR
C0541,Kathy Wilson,mhopkins@example.net,2026-04-15 21:50:08,REGULAR
C0542,Todd Gregory,xboyd@example.org,2026-01-05 00:42:58,REGULAR
C0543,Crystal Lang,zbell@example.net,2026-06-17 07:25:39,REGULAR
C0544,Melissa Davis,jonathancannon@example.org,2025-02-17 04:11:06,VIP
C0545,Kimberly Scott,fletcherkristine@example.net,2025-08-22 00:34:30,PREMIUM
C0546,Adam Pena,robert12@example.com,2025-11-30 05:58:02,REGULAR
C0547,Deborah Herrera,cheryl63@example.com,2025-09-13 23:41:37,PREMIUM
C0548,Karen Wood,tking@example.net,2025-04-05 14:58:42,REGULAR
C0549,Jennifer Taylor,adkinssean@example.net,2024-11-14 19:47:28,REGULAR
C0550,Jordan Hartman,martintamara@example.org,2026-03-28 22:14:36,REGULAR
C0551,Charles Frost,qdavis@example.org,2025-04-26 04:34:46,PREMIUM
C0552,Andrew Cruz,hmendez@example.com,2026-01-15 21:00:20,PREMIUM
C0553,Amy Ayala,daniellegonzales@example.org,2026-05-03 19:26:29,REGULAR
C0554,Regina Mitchell,bowerswilliam@example.net,2025-01-08 02:22:17,REGULAR
C0555,Megan Ward,cantrellchristopher@example.com,2026-03-09 17:52:03,REGULAR
C0556,Michael Sullivan,aprilmclaughlin@example.org,2026-06-26 02:25:14,REGULAR
C0557,Duane Gallegos,michael43@example.net,2024-12-10 05:55:26,REGULAR
C0558,Jared Smith,richardrodriguez@example.org,2025-08-06 23:27:53,REGULAR
C0559,Travis Pratt,nancy94@example.net,2025-06-21 01:31:02,PREMIUM
C0560,Kristine Carrillo,susan77@example.net,2026-05-12 16:59:25,PREMIUM
C0561,Brian Jones,ericahall@example.com,2025-05-28 11:53:20,REGULAR
C0562,Kelli Smith,john16@example.net,2026-02-13 18:08:02,VIP
C0563,Angela Velazquez,nedwards@example.net,2025-02-06 03:38:52,REGULAR
C0564,Paul Conrad,victorgonzalez@example.net,2025-01-16 03:58:19,PREMIUM
C0565,Christine Harris,marykelly@example.org,2024-10-13 06:24:31,REGULAR
C0566,Megan Alvarado,duranamber,2025-03-14 03:30:32,REGULAR
C0567,William Prince PhD,wwhite@example.net,2025-02-14 20:15:36,REGULAR
C0568,Paul Anderson,imendoza@example.org,2025-08-06 10:31:42,REGULAR
C0569,Scott Parsons,sbray@example.net,2025-07-04 12:02:56,REGULAR
C0570,Adam Craig,ucarpenter@example.com,2025-10-31 02:43:23,REGULAR
C0571,Chelsea Baker,thomas95@example.com,2024-12-02 00:06:39,PREMIUM
C0572,Mr. Michael Watson PhD,shannon92@example.net,2025-12-26 23:54:02,REGULAR
C0573,Brett Nelson,angelachase@example.org,2024-11-02 10:26:09,REGULAR
C0574,Nancy Kennedy,thompsonvictor@example.net,2025-08-17 17:25:12,REGULAR
C0575,Emily Tucker,anna90@example.com,2024-09-27 00:44:08,REGULAR
C0576,Amy Cervantes,gcombs@example.com,2026-02-10 11:56:07,REGULAR
C0577,Isaac Castro,maurice61@example.com,2026-05-16 20:38:02,REGULAR
C0578,Lisa Ray,tiffanymitchell@example.com,2025-12-17 00:56:08,REGULAR
C0579,Patricia Griffin,jamesjustin@example.net,2024-11-01 15:52:49,REGULAR
C0580,Margaret Mcfarland,kwelch@example.com,2026-05-02 12:22:08,REGULAR
C0581,Angela Cooper,logan44@example.net,2025-11-24 20:45:08,REGULAR
C0582,Stephen Norman,julie87@example.com,2024-11-19 02:44:50,REGULAR
C0583,Alexander Luna,randydavis@,2026-07-09 18:48:40,VIP
C0584,Kimberly Johnson,fwarren@example.org,2025-02-01 00:10:35,PREMIUM
C0585,Angela Huynh,pparker@example.net,2025-02-17 21:07:22,REGULAR
C0586,Cameron Rose,anthonyalvarado@example.com,2026-05-14 10:20:03,REGULAR
C0587,William Fernandez,amy28@example.org,2025-10-14 01:35:54,REGULAR
C0588,Lynn Fields,omills@example.net,2025-03-09 16:13:01,REGULAR
C0589,Karen Perez,ramosmichael@example.com,2024-11-10 02:29:49,REGULAR
C0590,Aaron Ochoa,mauriceharrison@example.org,2025-12-28 08:40:22,PREMIUM
C0591,Theresa Woods,cannonlauren@example.net,2025-01-07 17:52:44,REGULAR
C0592,Kimberly Lopez,kfoster@example.net,2026-02-04 16:35:03,REGULAR
C0593,Sandra Walker,hendersonjohn@example.net,2026-03-31 09:59:58,REGULAR
C0594,Denise Wong,robert12@example.org,2025-02-22 02:09:33,REGULAR
C0595,Jesse Chavez,blopez@example.org,2024-08-19 16:55:13,VIP
C0596,Alison Compton,joseph70@example.org,2024-09-20 05:06:19,VIP
C0597,Johnny Peterson,kristi75@example.com,2026-01-04 11:31:04,REGULAR
C0598,Erin Bridges,brianrowe@example.org,2025-09-07 01:32:36,REGULAR
C0599,Corey Skinner,hclayton@example.net,2025-01-21 12:42:23,REGULAR
C0600,William Wright,gonzalezjill@example.org,2025-08-20 22:26:56,REGULAR
